// game list translation template for FB Alpha version 0x029737

// codepage=936


8ballact	抢8撞球(大金刚转换版)
beastf	野兽盛宴
md_beavis	瘪四与大头蛋(欧版)
gg_beavis	瘪四与大头蛋(欧版,美版)
gg_beavisp	瘪四与大头蛋(工程版)
md_beavisu	瘪四与大头蛋(美版)
md_beavisup	瘪四与大头蛋(美版,工程版)
ddp2100c	蜂暴-怒首领蜂II(V100,中国版)
ddp2100hk	蜂暴-怒首领蜂II(V100,香港版)
ddp2100j	蜂暴-怒首领蜂II(V100,日版)
ddp2100k	蜂暴-怒首领蜂II(V100,韩版)
ddp2100t	蜂暴-怒首领蜂II(V100,台湾版)
ddp2100	蜂暴-怒首领蜂II(V100,世界版)
ddp2101c	蜂暴-怒首领蜂II(V101,中国版)
ddp2101hk	蜂暴-怒首领蜂II(V101,香港版)
ddp2101j	蜂暴-怒首领蜂II(V101,日版)
ddp2101k	蜂暴-怒首领蜂II(V101,韩版)
ddp2101t	蜂暴-怒首领蜂II(V101,台湾版)
ddp2101	蜂暴-怒首领蜂II(V101,世界版)
ddp2c	蜂暴-怒首领蜂II(V102,中国版)
ddp2hk	蜂暴-怒首领蜂II(V102,香港版)
ddp2j	蜂暴-怒首领蜂II(V102,日版)
ddp2k	蜂暴-怒首领蜂II(V102,韩版)
ddp2t	蜂暴-怒首领蜂II(V102,台湾版)
ddp2	蜂暴-怒首领蜂II(V102,世界版)
blswhstla	铃铛与口哨(亚洲版,版本M)
blswhstl	铃铛与口哨(世界版,版本L)
md_ben10	少年骇客(俄罗斯版)
sg1k_bombjackk2	炸弹手杰克(韩版)
gg_berlin	柏林墙(日版)
bestbest	霸中霸
md_bestofp	争霸-踢拳竞标赛(欧版,工程版)
md_bestof	争霸-踢拳竞标赛(美版)
bestri	打星星(韩版)
md_beyoasis	托尔传说(美版)
md_beyoasisp	托尔传说(美版,工程版,19941101)
md_beyondzt	零号特警-终极忍耐(美版,工程版)
sg1k_bilidada	比利大盜
punisherbz	飙风战警(中国盗版)
md_bibleadv	圣经冒险(美版)
bigbang	大轰动(9thNov.1993)
bigbucks	大巴克
bigkarnk	古埃及卡纳克传说
bigstrik	强力射手
bigtwin	大孪生
bikkuric	惊异卡片(日版)
pce_bikkuri	仙魔世界
pce_bikkuri1	仙魔世界(替换版)
md_billwlsh	比尔渥休足球(欧版,美版)
md_billwl95	比尔渥休足球95(美版)
md_bimini	快艇大赛(美版)
md_biohazrb	生化战机(欧版,美版)
md_biohazrbp	生化战机(美版,工程版)
bioship	生化战舰-圣骑士
biomtoya	生化玩具兵(版本1.0.1884)
biomtoy	生化玩具兵(版本1.0.1885)
bionicc	生化尖兵(欧版)
bionicc1	生化尖兵(美版第1套)
bionicc2	生化尖兵(美版第2套)
bioniccbl	生化尖兵(盗版)
birdtry	测试小鸟球(日版)
birdiy	雀鸟育成
bishi	徐徐迷你游戏锦标赛选手权(版本JAA,3人版)
md_sailormn	美少女战士(日版)
gg_sailorms	美少女战士S(日版)
sms_blackblt	黑带(欧版,美版)
blkdrgonb	暗黑之龙(盗版)
blkdrgon	暗黑之龙(日版)
blkheart	暗黑之心
blkheartj	暗黑之心(日版)
blkhole	黑洞
blkpnthr	黑豹
blktiger	暗黑之虎
blktigerb1	暗黑之虎(盗版第1套)
blktigerb2	暗黑之虎(盗版第2套)
blktigera	暗黑之虎(较旧版)
blktigerb3	暗黑之虎(混合盗版?)
sms_bladeag1	剑鹰(美版,工程版)
sms_bladeag	剑鹰(世界版)
bmaster	刀锋领主(世界版)
bladestle	钢刃曲棍球(版本E)
bladestll	钢刃曲棍球(版本L)
bladestl	钢刃曲棍球(版本T)
md_bladeven	复仇之刃(欧版,美版)
blandia	快打布兰达
blandiap	快打布兰达(工程版)
md_bmaster2	疾风战车2(美版)
md_bmaster2p	疾风战车2(美版,工程版)
blazeon	魂之光辉(日版)
tg_blazlazr	炽烈战机
blazstar	闪亮之星
arkblock	打砖块(游戏公司盗版,第1套)
arkbloc2	打砖块(游戏公司盗版,第2套)
blockbl	敲砖块(盗版)
blockj	敲砖块(日版910910)
block	敲砖块(世界版910910)
blockjoy	敲砖块(世界版911106操纵杆)
blockcar	拦截嘉年华
blockgal	打砖块美女版(MC-8123B,317-0029)
blockhl	拦截方块
sms_blockhol	拦截方块(韩版)
blockoutj	立体空间方块(日版)
blockout	立体空间方块(第1套)
blockout2	立体空间方块(第2套)
cv_blockrun	封锁信使
md_blockb	爆炸灌篮II(美版)
md_blockout	立体方块(世界版)
pce_blodia	迷魂球阵
blmbycar	布鲁比拉力赛车
blmbycaru	布鲁比拉力赛车(未加密版)
bloodbro	勇士们-血兄弟(第1套)
bloodbroa	勇士们-血兄弟(第2套)
bloodbrob	勇士们-血兄弟(第3套)
bloodwar	大江户格斗-血忍
md_bloodsht	血腥射击~狂战(欧版)
tg_blodwolf	血狼
bloxeedd	俄罗斯方块擂台(日版,FD1094317-0139解密版)
bloxeed	俄罗斯方块擂台(日版,FD1094317-0139)
blox16b	俄罗斯方块擂台(系统16B,PS2数据文件)
md_bluealma	蓝色年代(日版)
bluehawk	鹰击蓝空
bluehawkn	鹰击蓝空(NTC)
blueprntj	蓝色拼图(Jaleco)
blueprnt	蓝色拼图(Midway)
bjourney	蓝色之旅/拉吉少年(ALM-001)(ALH-001)
bwcasino	浮桥赌场
bbredux	摇摇龙(泡泡龙机板回灌盗版修改版)
boblbobl	摇摇龙(泡泡龙盗版)
pce_bodycon2	美女外传II
md_bodycob	死亡统计(巴西版)
md_bodyco	死亡统计(欧版)
md_bodycop	死亡统计(欧版,工程版)
md_bodycop5	死亡统计(美版,工程版,19940127)
md_bodycop4	死亡统计(美版,工程版,19940208)
md_bodycop3	死亡统计(美版,工程版,19940303)
md_bodycop2	死亡统计(美版,工程版,19940308)
bodyslam	女子摔角(8751317-0015)
bombbee	砖块弹珠台
sg1k_bombjack	炸弹手杰克(日版)
sg1k_bombjackk1	炸弹手杰克(韩版)
bombjack	炸弹手杰克(第1套)
bombjack2	炸弹手杰克(第2套)
bombjackt	炸弹手杰克(Tecfri,西班牙版)
sg1k_bombjackt1	炸弹手杰克(台湾版)
bombkick	炸弹脚力(第1套)
bombkicka	炸弹脚力(第2套)
md_bomber	炸弹栗子
bomber	轰炸机(紧急起飞的盗版)
bombrman	炸弹人(日版)
sg1k_bombmnsp	炸弹人特别版(台湾版)
bbmanwj	炸弹人世界(日版)
bbmanwja	炸弹人世界(日版,修改声音硬件)
bbmanw	炸弹人世界
sms_bombraid	轰炸袭击(世界版)
pce_bombman	炸弹人
tg_bombman	炸弹人
tg_bombmn93	炸弹人'93
pce_bombmn93	炸弹人'93
pce_bombmn93s	炸弹人'93(特别版)
pce_bombmn94	炸弹人'94
pce_bombmnub	炸弹人-玩家对战
bjtwin	炸弹双子(第1套)
bjtwina	炸弹双子(第2套)
md_bomboy	轰炸小子(台湾版)
sms_bnzabros	肥瘦大盜(欧版,巴西版)
md_bnzabros1	肥瘦大盜(欧版,日版)
md_bnzabros	肥瘦大盜(欧版,日版,修正版A)
md_bnzabrosu	肥瘦大盜(美版,韩版)
bcrusher	碎骨者
bongo	邦戈历险记
tg_bonk3	邦克III-邦克大冒险
tg_bonk	邦克冒险记
tg_bonk2	邦克的复仇
md_bonkers	邦卡猫大冒险(欧版,美版)
md_bonkersp5	邦卡猫大冒险(美版,工程版,19940328)
md_bonkersp4	邦卡猫大冒险(美版,工程版,19940503)
md_bonkersp3	邦卡猫大冒险(美版,工程版,19941004)
md_bonkersp2	邦卡猫大冒险(美版,工程版,19941025)
md_bonkersp1	邦卡猫大冒险(美版,工程版,19941029)
gg_bonkersp13	邦卡猫(工程版,19941031)
gg_bonkersp12	邦卡猫(工程版,19941115)
gg_bonkersp11	邦卡猫(工程版,19941121)
gg_bonkersp10	邦卡猫(工程版,19941123)
gg_bonkersp09	邦卡猫(工程版,19941126)
gg_bonkersp08	邦卡猫(工程版,19941129)
bonzeadvu	地狱小和尚(美版)
bonzeadv	地狱小和尚(世界版,较新版)
bonzeadvo	地狱小和尚(世界版,较旧版)
bonzeadvp	地狱小和尚(世界版,工程版)
boobhack	诱杀小子(意大利图形修改版/盗版小子之恋恋大作战(盗版))
md_booger	鼻屎超人-急速大冒险(欧版)
md_boogeru	鼻屎超人-急速大冒险(美版)
boogwinga	摇摆之翼(亚洲版v1.5,92.12.07)
boogwing	摇摆之翼(欧版v1.5,92.12.07)
boogwingu	摇摆之翼(美版v1.7,92.12.14)
md_boogie	动感保龄球(日版)
sg1k_bordrlin	边界(欧版,日版)
bottom9n	世界棒球(版本N)
bottom9	世界棒球(版本T)
pce_lostsunh	冒险男爵-失落的圣心
cv_bdash	钻石小子
bouldashj	钻石小子(日版)
bouldash	钻石小子(世界版)
bballs	益智弹跳球
bballsa	益智弹跳球(成人版)
bowlrama	保龄球三合一
md_boxinglg	拳赛传奇(美版)
tg_boxyboy	仓库番
md_bsteam3	少年足球队III(日版,海盗版)
brain	太空登陆战
cv_brainstr	大脑训练者
sms_dracula	布莱姆·斯托克的吸血鬼德古拉(欧版)
md_dracula	布莱姆·斯托克的吸血鬼德古拉(欧版)
gg_dracula	布莱姆·斯托克的吸血鬼德古拉(欧版)
md_draculau	布莱姆·斯托克的吸血鬼德古拉(美版)
gg_draculau	布莱姆·斯托克的吸血鬼德古拉(美版)
tg_bravoman	比拉伯
pce_breakin	花式撞球
breakers	爆烈人-末日英雄
breakrev	爆烈人复仇-末日英雄加强版
md_bretth	赫尔曲棍球'95(美版)
breywood	链狱谜城(日版修正版2)
md_brianlar1	布莱恩板球(欧版,199503)
md_brianlar	布莱恩板球(欧版,199506)
md_brianl96a	布莱恩板球96(欧版,199603)
md_brianl96	布莱恩板球96(欧版,199604)
brix	芭莉克斯
sms_brucelee10	李小龙(版本1.0)
md_brutal	动物快打(欧版)
md_brutalu	动物快打(美版)
md_bubba	布巴与史地克(欧版)
md_bubbap	布巴与史地克(欧版,工程版)
md_bubbau	布巴与史地克(美版)
bubl2000	泡泡野人版2000
md_bubblesq	泡泡与史威克(欧版)
md_bubblesqu	泡泡与史威克(美版)
bub68705	泡泡龙(含68705盗版,第1套)
bub68705a	泡泡龙(含68705盗版,第2套)
sms_bublbobl	泡泡龙(欧版,巴西版)
gg_bublbobl	泡泡龙(欧版,美版)
bublboblb	泡泡龙(摇摇龙机板)
bublbobl1	泡泡龙(日版,版本0.0)
bublbobl	泡泡龙(日版,版本0.1)
sms_bublbokc	泡泡龙(韩版,Clover)
sms_bublboky	泡泡龙(韩版,YMSoft)
bublboblr1	泡泡龙(美版,版本1.0)
bublboblr	泡泡龙(美版,版本5.1)
bublcave10	泡泡龙-失落的洞穴V1.0
bublcave11	泡泡龙-失落的洞穴V1.1
bublcave	泡泡龙-失落的洞穴V1.2
boblcave	泡泡龙-失落的洞穴V1.2(摇摇龙机板)
pce_bubblegm	泡泡糖危机!-骑士军刀2034
md_bubsy2	音速狐巴比斯II(欧版,美版)
md_bubsy	音速狐巴比斯(欧版,美版)
bucaner	吃豆海盗
buccanrs	海盗(第1套)
buccanrsa	海盗(第2套)
md_buckrog	别克罗杰-最终审判(欧版,美版)
cv_buckrog	巴克罗杰斯-行星飞行
buckyaab	外星战将(版本AAB)
buckyea	外星战将(版本EA)
bucky	外星战将(版本EAB)
buckyuab	外星战将(版本UAB)
md_budokan	武道馆-大和魂(欧版)
md_budokanu	武道馆-大和魂(美版)
sms_buggyrun	巴吉赛车(欧版,巴西版)
md_bugsbun	兔巴哥之危机重重(欧版)
gg_bugsbun	兔巴哥之危机重重(欧版,美版)
md_bugsbunu	兔巴哥之危机重重(美版)
pce_bullfght	斗牛-环之霸者
bulletd	子弹(FD1094317-0041解密版)
bullet	子弹(FD1094317-0041)
bullfgt	斗牛(315-5065)
md_bullvsbl	公牛对开拓者之美国职业篮球联赛季后赛(欧版,美版)
md_bullvsla	公牛对湖人之美国职业篮球联赛季后赛(欧版,美版)
cv_bnj	金龟跳车
cv_btime	汉堡时代
cv_btimem	汉堡时代(工程版)
burglarx	夜盗X
pce_burnangl	燃烧天使
burningfh	热血快打(NGH-018)(美版)
burningf	热血快打(NGM-018)(NGH-018)
burningfp	热血快打(工程版)
md_burnforc	燃烧战队(欧版)
md_burnforcj	燃烧战队(日版)
md_burnforcu	燃烧战队(美版)
pce_cyberx	武装刑事-赛博十字
gg_bam	泡泡龙(欧版,美版)
gg_busterb	破坏球(日版)
bbros	魔鬼气泡(美版)
gg_busterf	爆裂格斗(日版)
buzzard	猎鹰直升机
bygone	往事
sg1k_cso	跷跷板(日版)
sms_cso	跷跷板(韩版)
sg1k_cabkids	椰菜娃娃(台湾版)
cv_cabbshow	椰菜娃娃-场景创作
cv_cabbage	椰菜娃娃-公园冒险
cv_cabbagep1	椰菜娃娃-公园冒险(工程版)
cv_cabbagep2	椰菜娃娃-公园冒险(工程版,替换版)
cactus	仙人掌(仙人掌投弹手的盗版)
cadashf	卡达叙传说(法国版)
cadashg	卡达叙传说(德国版,版本1)
cadashi	卡达叙传说(意大利版)
cadashjo	卡达叙传说(日版,最旧版)
cadashj1	卡达叙传说(日版,版本1)
cadashj	卡达叙传说(日版,版本2)
cadashu	卡达叙传说(美版,版本2)
md_cadash	卡达叙传说(美版,亚洲版,韩版)
cadash	卡达叙传说(世界版)
cadashp	卡达叙传说(世界版,工程版)
pce_cadash	卡达叙传说
tg_cadash	卡达叙传说
dino	恐龙新世纪(930201世界版)
dinou	恐龙新世纪(930201美版)
dinopic	恐龙新世纪(盗版第1套(含PIC16c57),930201世界版)
dinopic2	恐龙新世纪(盗版第2套(含PIC16c57),930201世界版)
dinopic3	恐龙新世纪(盗版第3套(含PIC16c57),930201世界版)
dinoh	恐龙新世纪(盗版第3套,930223台湾版)
dinopic4	恐龙新世纪(盗版第4套(含PIC16c57),930223台湾版)
dinohc	恐龙新世纪(中国盗版,930223台湾版)
dinoeh	恐龙新世纪(修改版,930201世界版)
dinot	恐龙新世纪-97恐龙二代(盗版第1套,930223台湾版)
dinotpic	恐龙新世纪-97恐龙二代(盗版第2套(含PIC16c57),930201世界版)
dinoj	恐龙新世纪(凯迪拉克930201日版)
md_caesar	凯撒雄心(日版)
md_caesar2	凯撒雄心II(日版)
gg_caesars	凯萨宫酒店(美版)
md_caesars	拉斯维加斯赌场(美版)
md_calripkn	加州大学棒球大赛(美版)
md_cal50	超猛火力(美版)
calibr50	五十口径
md_calgames	加利福尼亚极限运动(欧版,美版)
sms_calgames	加利福尼亚极限运动(欧版,美版,巴西版)
sms_calgame2b	加利福尼亚极限运动II(巴西版,韩版)
sms_calgame2	加利福尼亚极限运动II(欧版)
calipso	潜水任务
cameltryj	空间滚球(日版,YM2610)
cameltrya	空间滚球(美版,YM2203+M6295)
cameltry	空间滚球(美版,YM2610)
cameltryau	空间滚球(世界版,YM2203+M6295)
cv_campaign	竞选'84
candory	狸猫坎德尔(盗版)
cannonbp	加农球(吃豆小精灵硬件)
candance	麒麟-加农舞者(日版)
md_cfodder	炮灰向前冲(欧版)
capbowl	卡普空保龄球(第1套)
capbowl2	卡普空保龄球(第2套)
capbowl3	卡普空保龄球(第3套)
capbowl4	卡普空保龄球(第4套)
cscluba	卡普空运动俱乐部(970722亚洲版)
csclub1d	卡普空运动俱乐部(970722欧版凤凰版)
csclub1	卡普空运动俱乐部(970722欧版)
csclubh	卡普空运动俱乐部(970722西班牙版)
csclubj	卡普空运动俱乐部(970722日版)
csclubjy	卡普空运动俱乐部(970722日版,黄色外壳)
csclub	卡普空运动俱乐部(971017欧版)
cworld	问答卡普空世界(日版)
md_havoc	船长历险记(欧版)
md_captaven	美国队长与复仇者联盟(欧版)
gg_captaven	美国队长与复仇者联盟(欧版,美版)
md_captavenu	美国队长与复仇者联盟(美版)
md_captavenup	美国队长与复仇者联盟(美版,工程版)
captcommjr1	名将(910928日版)
captcommu	名将(910928美版)
captcommr1	名将(911014世界版)
captcommj	名将(911202日版)
captcomm	名将(911202世界版)
captcommb	名将(盗版第1套,911014世界版)
captcommb2	名将(盗版第2套(含YM2151+2xMSM5205),911014世界版)
md_captlang	郎船长(日版)
md_captplan	地球超人(欧版)
md_captplanu	地球超人(美版)
sms_captsilv	锡鲁巴船长(欧版,日版)
csilverj	锡鲁巴船长(日版)
sms_captsilvu	锡鲁巴船长(美版)
csilver	锡鲁巴船长(世界版)
ctomaday	蕃茄超人
gg_carlicen	驾驶执照(日版)
cv_carnival	狂欢节
cawingbl	雌虎战机(盗版第1套(含2xYM2203+2xMSM5205),美国海军901012世界版)
cawingb2	雌虎战机(盗版第2套(含2xYM2203+2xMSM5205),美国海军901012世界版)
cawingr1	雌虎战机(美国海军901009世界版)
cawing	雌虎战机(美国海军901012世界版)
cawingu	雌虎战机(美国海军901012美版)
gg_casinofn	赌场合集(美版)
sms_casino	赌场游戏(欧版,美版)
cv_castelo	卡斯特洛
sms_castelo	拉提布城堡(巴西版)
md_castlillj	幻影城堡-不可思议的城堡大冒险(日版)
sms_castlill	米老鼠之幻影城堡(欧版,巴西版)
md_castlill	米老鼠之幻影城堡(欧版,美版)
gg_castlill	米老鼠之幻影城堡(欧版,美版,SMS模式)
sms_castlillu	米老鼠之幻影城堡(美版)
sms_castlills	米老鼠之幻影城堡(美版,展示样品)
md_cvaniau	恶魔城-血族(美版)
md_cvania	恶魔城-新的时代(欧版)
md_cvaniap	恶魔城-新的时代(欧版,工程版)
catacomb	地下墓穴
ctrpllrp	毛毛虫吃豆
catt	小猫冒险记(日版)
cavelon	骑士之剑
cninjabl	战斗原始人(盗版)
cninjau	战斗原始人(美版版本4)
cninja1	战斗原始人(世界版版本1)
cninja	战斗原始人(世界版版本4)
cv_cbsmon	CBSColecovision显示器测试
cencourt	中央球场(世界版,4人版,工程版,MC-8123B)
cv_centiped	杀虫大战
centiped3	杀虫大战(修正版3)
centiped	杀虫大战(修正版4)
md_centur	罗马保卫战(欧版,美版)
chaknpop	飞天豆
sg1k_chackn	飞天豆(日版)
chainrec	连锁反应(世界版,版本2.2,1995.09.25)
gg_chakan	不死战士(欧版,美版)
md_chakan	不死战士(欧版,美版)
sg1k_chaldrby	德比赛马挑战赛(日版,OMV)
sg1k_chaldrbya	德比赛马挑战赛(日版,OMV,替换版)
sg1k_chaldrbyb	德比赛马挑战赛(日版,OMV,修改版)
md_kidchamj	变色龙(日版)
sg1k_champbas	冠军棒球(日版)
sg1k_champbasa	冠军棒球(日版,较旧版)
sg1k_champbast	冠军棒球(台湾版)
sg1k_champbil	冠军台球(日版)
sg1k_champbox	冠军拳击(日版)
sg1k_champbox1	冠军拳击(日版,MyCard)
sg1k_champboxt	冠军拳击(台湾版)
sg1k_champglf	冠军高尔夫(日版)
sg1k_champglf1	冠军高尔夫(日版,MyCard)
sg1k_champglfk	冠军高尔夫(韩版)
sg1k_champice	冠军冰球(日版)
sg1k_champicek	冠军冰球(韩版)
sg1k_champken	冠军剑道(日版)
sg1k_champpwr	冠军职业摔角(日版)
sg1k_champscr	冠军足球(日版)
sg1k_champscrt	冠军足球(台湾版)
sg1k_champtns	冠军网球(日版)
pce_champwrs	冠军摔角手
tg_forevbox	霸王拳击
sms_champeur	欧洲冠军杯足球(欧版,巴西版)
md_champwcs	世界冠军足球赛(世界版)
md_champbwl	冠军杯保龄(美版)
sms_champhck	曲棍球锦标赛(欧版)
gg_champhck	曲棍球锦标赛(欧版)
sg1k_cloderun	金牌掏金者(日版)
md_champool	台球锦标赛(美版)
md_cproam	火柴遥控车(美版)
chanbara	剑斗
chkun	幸运君的棒球(日版)
changes	化蝶
changesa	化蝶(EME授权)
md_cjfuweng	超级大富翁(中文版)
sg1k_supertnkt	超级坦克(台湾版)
sg1k_bombjackt2	超人(台湾版)
pgmdemo	混沌(PGM演示)
cps1demo	混沌演示(CPS-1)
neodemo	混沌演示(NeoGeo)
sms_chapolim	查普林x德古拉-可怕的对决(巴西版)
charlien	糊涂忍者
chasehqju	总部追击(日版UP)
chasehqj	总部追击(日版)
chasehqu	总部追击(美版)
chasehq	总部追击(世界版)
md_chasehq2	总部追击II(美版)
md_chavez2	职业拳击II(美版)
checkman	检查人
checkmanj	检查人(日版)
md_cheese	飞毛腿冈萨雷斯之奶酪大灾难(欧版)
gg_cheese	飞毛腿冈萨雷斯之奶酪大灾难(欧版)
sms_cheese	飞毛腿冈萨雷斯之奶酪大灾难(欧版,巴西版)
md_chelnov	原子战士卡洛夫(日版)
chelnovj	卡洛夫-原子战士(日版)
chelnovu	卡洛夫-原子战士(美版)
chelnov	卡洛夫-原子战士(世界版)
md_chess	国际象棋(俄罗斯版)
md_chessa	国际象棋(俄罗斯版,替换版)
md_chessb	国际象棋(俄罗斯版,v1.05)
md_chester	起司豹-快乐欺骗(美版)
